title,url,emails
WBGeProcure: TOR for Green Buildings Incentives,https://devbusiness.un.org/notices/wb-p2107126,[]
WBGeProcure: Tanzania PPP Support Phase 2 Project - Development of Key PPP Guidelines,https://devbusiness.un.org/notices/wb-p2107125,[]
CONCEPTION ET PRODUCTION DE DOCUMENTS FONCIERS SECURISES - TITRES FONCIERS,https://devbusiness.un.org/notices/afdb-p2106954,[]
"Contratación del diseño integral, construcción y mantenimiento por niveles de servicio de las obras de la Ruta Nacional No. 35, carretera a San Carlos, sección Bernardo Soto-Florencia, específicamente el tramo denominado Punta Sur en dos Líneas(Nos.1 y 2)",https://devbusiness.un.org/notices/idb-p2106557,[]
Camera Network and 911 Emergency Response System,https://devbusiness.un.org/notices/bcie-p2106946,[]
Supply and Installation of an Electronic Health Record solution in publicly funded primary health care facilities (Medische Zending [MZ] and Regionale Gezondheidsdienst [RGD]),https://devbusiness.un.org/notices/idb-p2106953,[]
"W-Ranga-Baghai-UZR/04: (ADB Package No.CRLIWM/LGED/RANG/RR/WD-4) Rehabilitation of Karengatali GC-Baghaihat GC Road from Ch. 5,000- 9,500m under Baghaichari Upazila of Rangamati District",https://devbusiness.un.org/notices/adb-p2106944,[]
Desarrollo de los Módulos de Contabilidad y Tesorería del Sistema Informático RAFAM para la Administración Financiera de los Municipios de la Provincia de Buenos Aires,https://devbusiness.un.org/notices/idb-p2106943,[]
PMU/MPWT/CTDP4/ICB/CW07A: Kratie Storm Drainage and Pumping Station Sub-Project,https://devbusiness.un.org/notices/adb-p2106942,[]
ACTUALIZADO - Supervisión de la Construcción y Equipamiento del Hospital de Roatán,https://devbusiness.un.org/notices/idb-p2091261,[]
"LVCDP/GW/03: Procurement of Technical Services and Equipment for Universities of Veterinary Medicine, Livestock and Biotechnologies",https://devbusiness.un.org/notices/adb-p2106941,[]
CONSULTING FIRM TO CONDUCT TESTING OF EFFECTIVENESS OF INTERNAL CONTROLS OVER FINANCIAL REPORTING (ICFR),https://devbusiness.un.org/notices/afdb-p2106939,[]
UPDATE- Procurement and Renewal of Vulnerability Assessment and Forensic Tools/Software,https://devbusiness.un.org/notices/wb-p2090677,[]
UPDATE- Procurement of essential medicines and RDTs for RHCs/BHUs,https://devbusiness.un.org/notices/wb-p2102651,[]
Project Management and Supervision Consultancy Services,https://devbusiness.un.org/notices/isdb-p2106938,[]
UPDATE- Numérisation des documents avion pour Madagascar Airlines,https://devbusiness.un.org/notices/wb-p2104109,[]
UPDATE- Servicio de capacitación y asesoría en costeo basado en actividades y adopción de NIF para las Seis EPS del Programa de Modernización,https://devbusiness.un.org/notices/wb-p2102577,[]
Acquisition des équipements informatiques pour l’hôpital général de la CNSS,https://devbusiness.un.org/notices/isdb-p2106937,[]
"UPDATE- Recrutement d'une (de) société(s) pour produire un modèle numérique de terrain national, un ensemble de cartes multirisques et une étude des risques, y compris les effets du changement climatique pour l'Union des Comores.",https://devbusiness.un.org/notices/wb-p2090646,[]
"Acquisition et installation de postes préfabriqués avec des cellules motorisées, télécommandables par le Bureau Central de Conduite (BCC)",https://devbusiness.un.org/notices/isdb-p2106936,[]
UPDATE- Project Management Consultant of the Rogun HPP (PMC),https://devbusiness.un.org/notices/wb-p2087307,[]
"UPDATE- GKHPP-E & M Works (Package-2): Design, Supply, Installation, Testing & Commissioning of Turbines, Generators, Electrical System, Switchyard, Power Evacuation",https://devbusiness.un.org/notices/wb-p2082251,[]
Construcción de Redes de Distribución en Proyectos de Normalización de Asentamientos. Fase 2,https://devbusiness.un.org/notices/bcie-p2106933,[]
Grant Independent Verification Firm,https://devbusiness.un.org/notices/adb-p2106932,[]
Upgrading the Asia Small and Medium-Sized Enterprise Monitor,https://devbusiness.un.org/notices/adb-p2106931,[]
UPDATE - Market Outreach Event,https://devbusiness.un.org/notices/mcc-p2105374,[]
CONSULTANT POUR LA REALISATION DE L'AUDIT ANNUEL DE PERFORMANCE ENVIRONNEMENTALE ET SOCIALE,https://devbusiness.un.org/notices/afdb-p2106929,[]
